iter	Passed	Remaining
382	1375	2215
383	1378	2210
384	1381	2206
385	1384	2201
386	1386	2196
387	1389	2192
388	1392	2187
389	1395	2182
390	1398	2177
391	1400	2172
392	1403	2168
393	1406	2163
394	1409	2159
395	1412	2154
396	1415	2150
397	1418	2146
398	1421	2141
399	1424	2137
400	1427	2132
401	1430	2127
402	1433	2123
403	1435	2118
404	1439	2114
405	1443	2111
406	1446	2107
407	1449	2102
408	1452	2098
409	1455	2094
410	1458	2089
411	1461	2086
412	1466	2083
413	1471	2083
414	1476	2080
415	1478	2075
416	1482	2072
417	1485	2067
418	1487	2063
419	1497	2067
420	1511	2078
421	1517	2078
422	1538	2098
423	1545	2099
424	1548	2095
425	1550	2089
426	1554	2085
427	1565	2092
428	1570	2090
429	1575	2088
430	1583	2090
431	1599	2103
432	1610	2109
433	1616	2108
434	1635	2123
435	1643	2125
436	1646	2121
437	1650	2117
438	1659	2121
439	1665	2119
440	1671	2118
441	1678	2118
442	1686	2120
443	1690	2116
444	1692	2111
445	1695	2106
446	1698	2101
447	1702	2097
448	1705	2092
449	1707	2087
450	1710	2082
451	1713	2077
452	1717	2074
453	1727	2077
454	1735	2079
455	1740	2076
456	1743	2071
457	1746	2066
458	1749	2062
459	1752	2056
460	1755	2052
461	1758	2047
462	1761	2042
463	1763	2037
464	1766	2032
465	1769	2027
466	1772	2023
467	1775	2018
468	1778	2013
469	1780	2008
470	1783	2003
471	1786	1998
472	1789	1993
473	1791	1988
474	1794	1982
475	1796	1978
476	1799	1973
477	1802	1968
478	1804	1962
479	1807	1958
480	1810	1953
481	1813	1948
482	1815	1943
483	1818	1938
484	1820	1933
485	1823	1928
486	1825	1923
487	1828	1918
488	1831	1913
489	1833	1908
490	1836	1903
491	1838	1898
492	1841	1893
493	1843	1888
494	1846	1883
495	1849	1878
496	1851	1873
497	1854	1868
498	1856	1864
499	1859	1859
500	1861	1854
501	1864	1849
502	1867	1844
503	1869	1840
504	1872	1835
505	1874	1830
506	1877	1825
507	1880	1820
508	1882	1815
509	1885	1811
510	1887	1806
511	1890	1802
512	1893	1797
513	1896	1792
514	1898	1788
515	1901	1783
516	1903	1778
517	1905	1773
518	1908	1768
519	1910	1763
520	1913	1759
521	1915	1754
522	1918	1749
523	1920	1744
524	1923	1739
525	1926	1735
526	1928	1730
527	1930	1726
528	1933	1721
529	1935	1716
530	1938	1711
531	1940	1707
532	1943	1702
533	1945	1698
534	1948	1693
535	1951	1689
536	1954	1684
537	1956	1680
538	1959	1676
539	1962	1671
540	1964	1667
541	1967	1662
542	1970	1658
543	1972	1653
544	1975	1649
545	1978	1645
546	1981	1640
547	1984	1636
548	1987	1632
549	1989	1628
550	1992	1623
551	1995	1619
552	1997	1614
553	2000	1610
554	2002	1605
555	2005	1601
556	2008	1597
557	2011	1593
558	2013	1588
559	2016	1584
560	2019	1580
561	2021	1575
562	2024	1571
563	2027	1567
564	2030	1563
565	2033	1558
566	2035	1554
567	2038	1550
568	2041	1546
569	2044	1542
570	2047	1538
571	2050	1534
572	2052	1529
573	2056	1526
574	2061	1523
575	2064	1519
576	2067	1515
577	2070	1511
578	2073	1508
579	2084	1509
580	2087	1505
581	2090	1501
582	2094	1498
583	2097	1494
584	2101	1490
585	2116	1495
586	2124	1494
587	2130	1492
588	2133	1489
589	2141	1488
590	2147	1486
591	2154	1484
592	2157	1480
593	2159	1476
594	2162	1471
595	2165	1467
596	2168	1463
597	2177	1463
598	2184	1462
599	2186	1457
600	2189	1453
601	2193	1450
602	2196	1445
603	2205	1445
604	2217	1448
605	2222	1444
606	2227	1441
607	2230	1438
608	2240	1438
609	2246	1436
610	2251	1433
611	2253	1428
612	2256	1424
613	2259	1420
614	2261	1415
615	2264	1411
616	2267	1407
617	2270	1403
618	2272	1398
619	2275	1394
620	2277	1390
621	2280	1385
622	2283	1381
623	2285	1377
624	2288	1372
625	2290	1368
626	2293	1364
627	2295	1359
628	2298	1355
629	2301	1351
630	2304	1347
631	2307	1343
632	2309	1339
633	2312	1334
634	2315	1330
635	2317	1326
636	2320	1322
637	2323	1318
638	2325	1313
639	2328	1309
640	2331	1305
641	2333	1301
642	2336	1297
643	2339	1293
644	2341	1288
645	2344	1284
646	2346	1280
647	2349	1276
648	2352	1272
649	2354	1267
650	2357	1263
651	2360	1259
652	2363	1255
653	2366	1251
654	2368	1247
655	2371	1243
656	2374	1239
657	2377	1235
658	2380	1231
659	2383	1227
660	2386	1224
661	2390	1220
662	2396	1217
663	2403	1216
664	2412	1215
665	2416	1211
666	2419	1207
667	2422	1203
668	2430	1202
669	2438	1200
670	2442	1197
671	2445	1193
672	2448	1189
673	2450	1185
674	2453	1181
675	2456	1177
676	2459	1173
677	2462	1169
678	2464	1165
679	2468	1161
680	2470	1157
681	2472	1153
682	2475	1148
683	2477	1144
684	2481	1140
685	2483	1136
686	2486	1133
687	2489	1128
688	2492	1124
689	2495	1121
690	2498	1117
691	2500	1113
692	2504	1109
693	2506	1105
694	2509	1101
695	2511	1097
696	2514	1093
697	2517	1089
698	2520	1085
699	2523	1081
700	2525	1077
701	2529	1073
702	2531	1069
703	2534	1065
704	2537	1061
705	2539	1057
706	2542	1053
707	2545	1049
708	2548	1045
709	2550	1041
710	2553	1037
711	2555	1033
712	2558	1029
713	2560	1025
714	2563	1021
715	2566	1017
716	2569	1013
717	2571	1010
718	2574	1006
719	2576	1002
720	2579	998
721	2581	994
722	2584	990
723	2586	986
724	2589	982
725	2591	978
726	2594	974
727	2597	970
728	2599	966
729	2602	962
730	2605	958
731	2608	954
732	2610	950
733	2613	947
734	2615	943
735	2618	939
736	2620	935
737	2623	931
738	2626	927
739	2628	923
740	2631	919
741	2634	915
742	2636	912
743	2639	908
744	2642	904
745	2645	900
746	2647	896
747	2650	893
748	2653	889
749	2655	885
750	2658	881
751	2661	877
752	2664	873
753	2666	870
754	2669	866
755	2671	862
756	2674	858
757	2677	854
758	2680	851
759	2682	847
760	2685	843
761	2687	839
762	2690	835
763	2693	831
764	2695	827
765	2698	824
766	2700	820
767	2703	816
768	2705	812
769	2708	808
770	2710	805
771	2713	801
772	2715	797
773	2719	793
774	2723	790
775	2728	787
776	2731	783
777	2734	780
778	2736	776
779	2738	772
780	2741	768
781	2744	765
782	2749	762
783	2756	759
784	2759	755
785	2761	751
786	2764	748
787	2767	744
788	2770	740
789	2775	737
790	2787	736
791	2793	733
792	2796	729
793	2798	726
794	2801	722
795	2804	718
796	2807	715
797	2809	711
798	2812	707
799	2815	703
800	2818	700
801	2820	696
802	2823	692
803	2826	689
804	2829	685
805	2831	681
806	2834	677
807	2836	674
808	2839	670
809	2842	666
810	2844	663
811	2847	659
812	2850	655
813	2853	651
814	2856	648
815	2858	644
816	2861	640
817	2863	637
818	2866	633
819	2869	629
820	2872	626
821	2875	622
822	2877	618
823	2880	615
824	2883	611
825	2885	607
826	2888	604
827	2891	600
828	2893	596
829	2896	593
830	2898	589
831	2901	585
832	2903	582
833	2906	578
834	2909	574
835	2912	571
836	2915	567
837	2917	564
838	2920	560
839	2923	556
840	2925	553
841	2928	549
842	2931	545
843	2933	542
844	2936	538
845	2938	534
846	2941	531
847	2944	527
848	2947	524
849	2950	520
850	2953	517
851	2955	513
852	2959	509
853	2962	506
854	2965	502
855	2968	499
856	2971	495
857	2974	492
858	2976	488
859	2979	485
860	2981	481
861	2984	477
862	2986	474
863	2988	470
864	2991	466
865	2993	463
866	2997	459
867	3002	456
868	3012	454
869	3017	450
870	3021	447
871	3025	444
872	3028	440
873	3035	437
874	3044	434
875	3047	431
876	3050	427
877	3053	424
878	3055	420
879	3058	417
880	3061	413
881	3070	410
882	3078	407
883	3083	404
884	3086	401
885	3090	397
886	3094	394
887	3098	390
888	3101	387
889	3105	383
890	3110	380
891	3113	377
892	3117	373
893	3121	370
894	3124	366
895	3126	362
896	3130	359
897	3132	355
898	3135	352
899	3138	348
900	3141	345
901	3143	341
902	3146	338
903	3149	334
904	3151	330
905	3154	327
906	3156	323
907	3159	320
908	3162	316
909	3164	313
910	3167	309
911	3170	305
912	3173	302
913	3177	298
914	3180	295
915	3184	292
916	3187	288
917	3191	285
918	3194	281
919	3197	278
920	3201	274
921	3204	271
922	3208	267
923	3211	264
924	3214	260
925	3218	257
926	3220	253
927	3224	250
928	3227	246
929	3231	243
930	3233	239
931	3236	236
932	3239	232
933	3242	229
934	3244	225
935	3247	222
936	3249	218
937	3252	214
938	3255	211
939	3258	207
940	3261	204
941	3264	201
942	3267	197
943	3270	194
944	3273	190
945	3276	187
946	3278	183
947	3281	179
948	3284	176
949	3287	173
950	3290	169
951	3293	166
952	3296	162
953	3298	159
954	3301	155
955	3304	152
956	3308	148
957	3311	145
958	3313	141
959	3316	138
960	3319	134
961	3322	131
962	3324	127
963	3327	124
964	3329	120
965	3332	117
966	3336	113
967	3340	110
968	3344	106
969	3347	103
970	3350	100
971	3352	96
972	3361	93
973	3365	89
974	3369	86
975	3372	82
976	3375	79
977	3378	76
978	3382	72
979	3400	69
980	3406	65
981	3410	62
982	3415	59
983	3419	55
984	3424	52
985	3427	48
986	3431	45
987	3434	41
988	3438	38
989	3441	34
990	3444	31
991	3448	27
992	3452	24
993	3456	20
994	3459	17
995	3463	13
996	3467	10
997	3471	6
998	3475	3
999	3479	0
